	PlaceTest	DateTest	Rate	TextRate	HourTest	Sex	MaritalStatus	Education	Hometown	Neighborhood	Approved	AllRate	HasTextRate	Month	Year
7177	2	2016-11-08	7.25	2.0	1	1	4	3	Campo Grande	Esperança	1	9.25	1	11	2016
7178	2	2016-11-08	7.15	1.4	1	1	2	3	CRUZEIRO	Jardim Colibri	1	8.55	1	11	2016
7179	2	2016-11-08	7.05	1.3	2	2	4	8	Douradina 	Centro	1	8.35	1	11	2016
7180	2	2016-02-08	7.0	2.0	1	2	4	4	Rurópolis	Jardim Novo Horizonte	1	9.0	1	2	2016
7181	2	2016-07-31	7.0	1.5	2	1	1	3	Dourados 	Centro	1	8.5	1	7	2016
7182	2	2016-09-08	7.0	1.5	1	1	1	0	São Paulo	Vila Trombini	1	8.5	1	9	2016
7183	2	2016-08-08	6.95	1.7	1	2	1	3	Jateí	Centro	1	8.65	1	8	2016
7184	2	2016-11-08	6.95	1.7	1	1	4	8	Laguna Carapã	Centro	1	8.65	1	11	2016
7185	2	2016-08-08	6.95	1.7	2	1	2	8	Tauá	Centro Educacional	1	8.65	1	8	2016
7186	2	2016-02-08	6.85	1.6	1	1	1	3	Glória de Dourados	Parque das Nações II	1	8.45	1	2	2016
7187	2	2016-07-28	6.8	1.8	1	1	4	9	Afogados da ingazeira	Vila São Francisco	1	8.6	1	7	2016
7188	2	2016-08-08	6.75	1.5	2	1	1	8	assaí 	Leonor	1	8.25	1	8	2016
7189	2	2017-03-01	6.75	1.5	1	1	4	3	Dourados	Jardim Vitória	1	8.25	1	3	2017
7190	2	2017-10-01	6.7	1.7	1	2	4	4	São José dos Campos	Jardim Guaicurus	1	8.4	1	10	2017
7191	2	2016-12-08	6.5	2.0	1	1	1	3	Diamante do Norte	Vila Alice	1	8.5	1	12	2016
7192	2	2016-09-08	6.5	2.0	1	2	4	3	Curitiba	Zona rural	1	8.5	1	9	2016
7193	2	2016-08-13	6.4	1.9	1	2	4	8	caarapó	Vila Jary	1	8.3	1	8	2016
7194	2	2016-07-28	6.25	1.5	1	1	4	8	Dourados	Parque Alvorada	1	7.75	1	7	2016
7195	2	2016-07-29	6.2	1.7	1	1	3	9	Caarapo	Vila Esperança	1	7.9	1	7	2016
7196	2	2016-08-08	6.2	1.7	1	1	4	8	Fátima do Sul	Centro	1	7.9	1	8	2016
7197	2	2016-11-08	6.2	1.2	1	2	4	8	Dourados	Centro	1	7.4	1	11	2016
7198	2	2017-01-14	6.2	1.2	1	2	4	9	SANTO ANTONIO DO SULDESTE 	Kau	1	7.4	1	1	2017
7199	2	2016-11-08	6.15	1.4	1	2	1	3	porto murtinho	Dom Pepê	1	7.550000000000001	1	11	2016
7200	2	2016-04-08	6.15	1.4	1	2	4	3	RIO BRILHANTE	Parque Alvorada	1	7.550000000000001	1	4	2016
7201	2	2016-06-08	6.1	2.1	1	2	4	3	QUEDAS DO IGUAÇU	Altos do Indaiá	1	8.2	1	6	2016
7202	2	2016-09-08	6.05	1.8	1	1	4	3	cAMBE	Jardim São Paulo	1	7.85	1	9	2016
7203	2	2016-11-08	6.05	1.3	1	1	1	8	Deodapolis	Campo Dourado	1	7.35	1	11	2016
7204	2	2016-11-08	6.05	1.3	1	2	4	3	Porto Murtinho	Centro	1	7.35	1	11	2016
7205	2	2016-12-08	6.0	2.0	2	1	1	3	Dourados	Estrela Pytã	1	8.0	1	12	2016
7206	2	2017-03-01	6.0	2.0	1	1	4	9	DOURADOS	Jardim Ipanema	1	8.0	1	3	2017
7207	2	2016-07-31	5.95	1.2	2	1	4	3	Jardim Olinda	Vila Popular	1	7.15	1	7	2016
7208	2	2016-07-08	5.85	1.6	1	1	1	9	guaira	Centro	1	7.449999999999999	1	7	2016
7209	2	2016-05-08	5.85	1.6	2	2	4	8	Nova Andradina	Parque Alvorada	1	7.449999999999999	1	5	2016
7210	2	2017-12-01	5.85	1.6	1	2	4	8	Mundo Novo	jardim Flamboyant	1	7.449999999999999	1	12	2017
7211	2	2017-05-01	5.8	1.8	2	1	1	3	dourados ms	jardim santa terra	1	7.6	1	5	2017
7212	2	2016-09-08	5.8	1.3	1	1	4	3	ivinhema	Vitória	1	7.1	1	9	2016
7213	2	2016-09-08	5.8	1.3	1	1	1	3	Tomazina	Centro	1	7.1	1	9	2016
7214	2	2016-08-08	5.8	1.3	2	2	4	9	mbousnakh gotte	Altos do Indaiá	1	7.1	1	8	2016
7215	2	2017-01-16	5.8	1.3	2	1	4	8	BISSORÃ	Kitnet 02	1	7.1	1	1	2017
7216	2	2017-01-16	5.75	2.0	2	1	4	3	Dourados	dioclecio artuzi	1	7.75	1	1	2017
7217	2	2016-05-08	5.75	1.5	1	1	4	3	Dourados	Canaã III	1	7.25	1	5	2016
7218	2	2016-08-08	5.7	1.7	2	1	4	3	Nova Andradina	Centro Educacional	1	7.4	1	8	2016
7219	2	2016-04-08	5.65	1.4	2	1	4	3	Fatima do Sul	Centro	1	7.050000000000001	1	4	2016
7220	2	2017-10-01	5.65	1.4	2	2	4	3	PONTA PORA	Jardim Rasslem	1	7.050000000000001	1	10	2017
7221	2	2016-07-28	5.55	1.3	1	1	1	3	Dourados	Jardim Márcia	1	6.85	1	7	2016
7222	2	2017-01-14	5.5	1.5	2	1	1	3	Caarapo	Centro	1	7.0	1	1	2017
7223	2	2017-10-01	5.5	1.5	1	2	1	3	Ponta Porã	Jardim São Pedro	1	7.0	1	10	2017
7224	2	2016-11-08	5.5	1.5	2	2	1	0	Douradina	Centro	1	7.0	1	11	2016
7225	2	2016-08-08	5.5	1.0	2	1	4	8	itaquirai 	Centro	1	6.5	1	8	2016
7226	2	2017-06-01	5.3	1.3	2	1	1	3	Coxim	Campo Dourado 	1	6.6	1	6	2017
7227	2	2016-01-08	4.75	1.0	2	2	4	3	DOURADOS	Parque das Nações	0	5.75	1	1	2016
7228	2	2016-07-08	8.7	1.7	2	1	4	8	Baia Formosa	Centro	1	10.399999999999999	1	7	2016
7229	2	2016-07-28	8.35	2.1	2	2	4	8	São Paulo	Monte Verde	1	10.45	1	7	2016
7230	2	2016-07-28	7.55	1.8	2	1	4	8	MARACAJU	Egidio Ribeiro	1	9.35	1	7	2016
7231	2	2016-01-08	7.3	1.3	2	2	4	3	Maracaju	Vila Gerencial 	1	8.6	1	1	2016
7232	2	2016-11-08	7.25	2.0	2	1	4	8	Maracaju	Vila adrien	1	9.25	1	11	2016
7233	2	2016-08-13	7.25	1.5	2	1	1	3	Santa Cruz de La Sierra	Porto Bello	1	8.75	1	8	2016
7234	2	2016-06-08	7.1	2.1	2	1	4	9	Maracaju	Inacinha Rocha	1	9.2	1	6	2016
7235	2	2016-12-08	7.05	2.3	2	2	4	3	Maracaju 	Jardim Guanabara	1	9.35	1	12	2016
7236	2	2016-12-08	7.0	2.0	2	1	1	8	Alecrim	Coophatrabalho	1	9.0	1	12	2016
7237	2	2016-07-30	7.0	2.0	2	1	4	3	Xanxerê	interior	1	9.0	1	7	2016
7238	2	2016-11-08	6.8	1.8	2	1	4	3	Gloria de dourados ms	Zona rural	1	8.6	1	11	2016
7239	2	2016-07-30	6.8	1.8	2	2	4	8	Maracaju	Centro	1	8.6	1	7	2016
7240	2	2016-08-13	6.65	2.4	1	2	4	8	Ponta Pora	Centro	1	9.05	1	8	2016
7241	2	2016-12-08	6.65	1.9	2	2	1	3	CAARAPO	CONJ COQUEIRAL	1	8.55	1	12	2016
7242	2	2016-06-08	6.6	2.1	2	1	1	8	Itaporã	Centro	1	8.7	1	6	2016
7243	2	2016-08-08	6.6	1.6	2	1	1	3	Maracaju - MS 	Centro	1	8.2	1	8	2016
7244	2	2016-12-08	6.55	2.3	2	2	4	3	maracaju	inacinha rocha	1	8.85	1	12	2016
7245	2	2016-07-31	6.5	1.5	2	1	1	3	Jardim	Centro	1	8.0	1	7	2016
7246	2	2016-06-08	6.4	1.9	2	1	4	3	maracaju	ema rigo	1	8.3	1	6	2016
7247	2	2016-08-13	6.35	1.6	1	2	4	8	SIDROLÂNDIA	PARAGUAI	1	7.949999999999999	1	8	2016
7248	2	2016-04-08	6.35	1.6	2	1	4	8	Maracaju 	Bairro BNH	1	7.949999999999999	1	4	2016
7249	2	2016-08-13	6.25	2.0	1	2	4	8	CANOINHAS	Centro	1	8.25	1	8	2016
7250	2	2016-01-08	6.15	1.4	2	1	4	3	Maracaju	Vila Gerencial 	1	7.550000000000001	1	1	2016
7251	2	2016-07-28	6.15	1.4	2	1	4	3	Maracaju	Egidio ribeiro 	1	7.550000000000001	1	7	2016
7252	2	2016-07-29	6.1	1.1	2	1	4	3	Maracaju	Juquita	1	7.199999999999999	1	7	2016
7253	2	2017-01-15	6.05	1.8	2	1	4	8	Varzea Grande	Maragarida	1	7.85	1	1	2017
7254	2	2016-04-08	6.05	1.3	2	1	1	3	maracaju	egidio ribeiro	1	7.35	1	4	2016
7255	2	2017-01-16	6.0	1.5	2	1	4	3	Jardim /ms	Egídio Ribeiro 	1	7.5	1	1	2017
7256	2	2017-01-13	6.0	1.5	2	1	1	3	Maringa	São Rafael	1	7.5	1	1	2017
7257	2	2017-02-01	6.0	1.5	2	1	4	3	Bela vista 	Centro	1	7.5	1	2	2017
7258	2	2016-08-08	6.0	1.5	2	2	1	8	Dourados	MONTE VERDE	1	7.5	1	8	2016
7259	2	2017-06-01	6.0	1.5	1	1	4	3	MARACAJU	CAMBARAI	1	7.5	1	6	2017
7260	2	2017-01-16	5.95	1.7	2	1	4	9	maracaju	juquita	1	7.65	1	1	2017
7261	2	2017-01-16	5.9	1.9	2	1	4	3	Maracaju	Moreninha	1	7.800000000000001	1	1	2017
7262	2	2016-08-13	5.9	1.9	2	1	4	3	Maracaju	Paraguai	1	7.800000000000001	1	8	2016
7263	2	2016-08-08	5.85	1.6	2	1	4	3	maracaju	moreninha	1	7.449999999999999	1	8	2016
7264	2	2016-12-08	5.8	1.8	1	1	1	9	Dourados	Centro	1	7.6	1	12	2016
7265	2	2016-07-28	5.8	1.8	2	1	4	8	Maracaju	Paraguai	1	7.6	1	7	2016
7266	2	2016-08-13	5.75	2.0	1	1	1	0	BELA VISTA	Centro	1	7.75	1	8	2016
7267	2	2016-07-29	5.75	2.0	2	1	4	3	Maracaju	Geazone	1	7.75	1	7	2016
7268	2	2016-12-08	5.75	2.0	2	2	4	3	maracaju	Egídio Ribeiro	1	7.75	1	12	2016
7269	2	2017-05-01	5.75	1.5	2	1	4	3	GIRUA	Centro	1	7.25	1	5	2017
7270	2	2017-05-01	5.75	1.5	1	1	1	9	CAMPO GRANDE	EMA RIGO	1	7.25	1	5	2017
7271	2	2016-04-08	5.75	1.5	2	2	4	8	MARACAJU	VILA DO OVIDIO	1	7.25	1	4	2016
7272	2	2016-01-08	5.75	1.5	2	1	1	3	Maracaju	BNH	1	7.25	1	1	2016
7273	2	2016-07-31	5.75	1.5	2	1	4	0	maracaju	napoleao	1	7.25	1	7	2016
7274	2	2016-08-08	5.7	1.7	2	1	1	4	SAO MIGUEL DO OESTE	Centro	1	7.4	1	8	2016
7275	2	2017-01-15	5.7	1.7	2	2	4	3	3251	Conjunto coqueiral	1	7.4	1	1	2017
7276	2	2017-01-16	5.7	1.7	2	2	2	3	JARDIM	FORTALEZA 2	1	7.4	1	1	2017
7277	2	2017-09-01	5.7	1.7	2	1	4	3	VILHENA / RO	Jose Brejão	1	7.4	1	9	2017
7278	2	2016-08-13	5.65	1.9	1	2	4	3	CANARANA	Centro	1	7.550000000000001	1	8	2016
7279	2	2017-08-01	5.6	1.6	2	1	4	3	Caarapó	Vila Prateada 	1	7.199999999999999	1	8	2017
7280	2	2016-07-29	5.6	1.6	2	2	1	8	Aquidauana 	Juquita 	1	7.199999999999999	1	7	2016
7281	2	2016-01-08	5.6	1.1	1	1	4	3	Maracaju	paraguai	1	6.699999999999999	1	1	2016
7282	2	2016-07-31	5.55	1.8	2	1	4	3	Maracaju	Vila Juquita	1	7.35	1	7	2016
7283	2	2016-08-13	5.5	1.5	2	2	4	3	Maracaju	Vila moreninha	1	7.0	1	8	2016
7284	2	2016-08-13	5.45	1.7	2	1	1	3	ponta pora	EMA RIGO	1	7.15	1	8	2016
7285	2	2016-11-08	5.35	1.1	2	2	1	3	Maracaju	Vila Margarida	1	6.449999999999999	1	11	2016
7286	2	2017-05-01	5.25	1.5	2	2	4	3	MARACAJU 	JARDIM LEONARDO 	1	6.75	1	5	2017
7287	2	2016-07-30	5.15	1.4	2	1	4	3	Maracaju	Inacinha Rocha	1	6.550000000000001	1	7	2016
7288	2	2016-07-28	4.95	1.2	1	1	4	3	maracaju	paraguai	0	6.15	1	7	2016
7289	2	2016-01-08	4.8	0.8	2	1	1	9	MARACAJU	PORTO BELO 	0	5.6	1	1	2016
7290	2	2016-08-13	4.75	1.0	1	1	1	3	maracaju	paraguai	0	5.75	1	8	2016
7291	3	2016-07-28	8.5	2.0	1	2	4	3	BELÉM	São Pio X	1	10.5	1	7	2016
7292	3	2016-08-13	8.4	1.9	1	1	4	8	Belém 	Vila do mota	1	10.3	1	8	2016
7293	3	2016-07-31	8.25	1.5	2	1	4	3	CAPANEMA	Oliveira Brito	1	9.75	1	7	2016
7294	3	2016-12-08	8.05	2.3	2	1	1	8	Belém	Areia Branca	1	10.350000000000001	1	12	2016
7295	3	2016-06-08	8.05	2.3	2	1	4	9	Belem	Santa Luzia	1	10.350000000000001	1	6	2016
7296	3	2016-07-28	7.75	2.0	1	1	4	8	capanema	Centro	1	9.75	1	7	2016
7297	3	2016-07-31	7.5	2.0	2	1	4	9	CAPANEMA	São Cristóvão	1	9.5	1	7	2016
7298	3	2016-12-08	7.45	1.7	2	1	4	8	Capanema	Centro	1	9.15	1	12	2016
7299	3	2016-08-08	7.35	1.6	1	1	4	9	FORTALEZA	Jaderlândia	1	8.95	1	8	2016
7300	3	2016-12-08	7.15	1.9	2	2	4	8	Capanema	Leitelandia	1	9.05	1	12	2016
7301	3	2016-08-08	7.1	1.6	1	2	1	3	Parambu	Santa Luzia 	1	8.7	1	8	2016
7302	3	2016-12-08	7.05	2.3	1	1	4	3	Ananindeua	Campinho	1	9.35	1	12	2016
7303	3	2016-07-31	7.05	1.8	1	2	1	8	Bonito	Centro	1	8.85	1	7	2016
7304	3	2016-01-08	7.05	1.3	2	1	4	3	Godovredo Viana	Centro	1	8.35	1	1	2016
7305	3	2016-01-08	7.0	2.0	1	2	4	8	Capanema	Tancredo Neves	1	9.0	1	1	2016
7306	3	2016-07-28	7.0	1.5	1	2	1	3	belém 	vila sinha	1	8.5	1	7	2016
7307	3	2016-01-08	6.95	1.2	2	1	4	3	Capanema 	São Pio X	1	8.15	1	1	2016
7308	3	2016-07-08	6.9	1.4	2	1	4	8	capanema	Tancredo Neves	1	8.3	1	7	2016
7309	3	2017-01-16	6.8	2.3	2	1	4	9	Capanema	Primeira	1	9.1	1	1	2017
7310	3	2016-08-08	6.75	1.5	1	1	4	4	Belém 	Centro 	1	8.25	1	8	2016
7311	3	2016-11-08	6.75	1.5	1	1	1	0	Capanema	Campinho	1	8.25	1	11	2016
7312	3	2016-08-13	6.7	1.7	2	1	1	4	Capanema	Areia Branca	1	8.4	1	8	2016
7313	3	2016-07-08	6.55	1.8	2	2	4	8	CASTANHAL	Centro	1	8.35	1	7	2016
7314	3	2016-07-30	6.55	1.8	2	2	4	3	CAPANEMA	Areia Branca	1	8.35	1	7	2016
7315	3	2016-04-08	6.55	1.8	1	2	3	3	CAPANEMA	São Pio X	1	8.35	1	4	2016
7316	3	2016-12-08	6.5	2.0	1	1	1	3	CAPANEMA	Três de Maio	1	8.5	1	12	2016
7317	3	2016-08-13	6.45	1.7	2	1	1	3	TUCURUI	PADRE LUIS	1	8.15	1	8	2016
7318	3	2016-11-08	6.4	1.4	1	1	4	3	Castanhal	Jaderlândia	1	7.800000000000001	1	11	2016
7319	3	2016-12-08	6.3	2.3	2	2	4	3	CAPANEMA	FATIMA	1	8.6	1	12	2016
7320	3	2016-07-31	6.3	1.8	1	2	4	3	Ananindeua	Campinho	1	8.1	1	7	2016
7321	3	2016-12-08	6.3	1.8	1	2	4	3	Capanema	Dom João VI	1	8.1	1	12	2016
7322	3	2017-07-01	6.25	2.0	2	2	4	8	Augusto Corrêa	Meio Rural	1	8.25	1	7	2017
7323	3	2016-07-31	6.25	2.0	2	2	4	3	Carutapera	Dom João VI	1	8.25	1	7	2016
7324	3	2016-06-08	6.25	2.0	2	2	4	3	CASTANHAL	ZONA RURAL 	1	8.25	1	6	2016
7325	3	2017-05-01	6.25	2.0	2	2	4	8	Capanema	Oliveira Brito	1	8.25	1	5	2017
7326	3	2016-07-30	6.2	2.2	2	2	4	3	BRAGANÇA	São Pio X	1	8.4	1	7	2016
7327	3	2016-07-08	6.2	1.7	2	1	4	3	Capanema	Inussun	1	7.9	1	7	2016
7328	3	2016-11-08	6.15	1.4	1	2	4	3	capanema	Centro	1	7.550000000000001	1	11	2016
7329	3	2016-07-30	6.1	2.1	2	1	4	9	Capanema	Centro	1	8.2	1	7	2016
7330	3	2016-07-28	6.1	1.6	2	2	4	8	belém	Centro	1	7.699999999999999	1	7	2016
7331	3	2016-08-08	6.1	1.6	1	2	1	3	VISEU	Dom João VI	1	7.699999999999999	1	8	2016
7332	3	2017-12-01	6.05	1.8	1	2	4	3	Tracuateua	nazare	1	7.85	1	12	2017
7333	3	2016-05-08	6.05	1.8	2	2	4	3	CAPANEMA	Inussun	1	7.85	1	5	2016
7334	3	2017-05-01	6.05	1.8	1	2	4	3	Capanema	Fátima	1	7.85	1	5	2017
7335	3	2017-05-01	6.05	1.8	2	1	4	3	Capanema	Três de Maio	1	7.85	1	5	2017
7336	3	2017-01-16	6.0	1.5	2	2	4	8	Castanhal	Caiçara	1	7.5	1	1	2017
7337	3	2016-08-08	6.0	1.0	1	1	1	3	primavera	independencia	1	7.0	1	8	2016
7338	3	2017-01-16	6.0	0.5	1	1	1	3	VISEU	VILA SÃO PEDRO II	1	6.5	1	1	2017
7339	3	2016-07-29	5.95	1.7	2	2	4	0	CAPANEMA	Tancredo Neves	1	7.65	1	7	2016
7340	3	2016-06-08	5.85	2.1	2	2	4	3	Capanema	São Cristóvão	1	7.949999999999999	1	6	2016
7341	3	2017-01-15	5.85	1.6	1	1	4	3	Bragança 	Água Fria 	1	7.449999999999999	1	1	2017
7342	3	2017-01-15	5.8	1.8	1	1	1	3	capanema	Oliveira Brito	1	7.6	1	1	2017
7343	3	2016-01-08	5.8	1.3	2	2	4	8	Castanhal	Dom João VI	1	7.1	1	1	2016
7344	3	2016-07-08	5.8	1.3	1	1	4	3	capanema	Centro	1	7.1	1	7	2016
7345	3	2016-07-31	5.75	1.5	1	2	4	3	Ananindeua	Campinho	1	7.25	1	7	2016
7346	3	2016-08-08	5.7	1.7	1	2	4	9	CAPANEMA	Centro	1	7.4	1	8	2016
7347	3	2017-01-16	5.7	1.2	2	1	4	3	CAPANEMA	ZONA RURAL	1	6.9	1	1	2017
7348	3	2017-01-15	5.65	1.9	1	2	4	3	Nova Timboteua	zona rural	1	7.550000000000001	1	1	2017
7349	3	2017-01-16	5.6	1.6	2	1	1	9	castanhal	campinho	1	7.199999999999999	1	1	2017
7350	3	2016-07-31	5.6	1.6	1	2	1	3	CAPANEMA	Dom João VI	1	7.199999999999999	1	7	2016
7351	3	2016-07-29	5.6	1.1	2	1	1	3	Capanema	São Cristóvão	1	6.699999999999999	1	7	2016
7352	3	2016-06-08	5.55	1.8	2	2	4	3	Capanema	Aeia Branca	1	7.35	1	6	2016
7353	3	2017-01-16	5.55	1.3	2	2	4	3	CAPANEMA	centro	1	6.85	1	1	2017
7354	3	2016-01-08	5.55	1.3	1	1	4	3	Pacaja	Dom João VI	1	6.85	1	1	2016
7355	3	2016-08-13	5.5	1.5	2	2	4	3	Bragança	aldeia	1	7.0	1	8	2016
7356	3	2017-01-16	5.45	1.7	1	2	4	3	ourem	Samambaia	1	7.15	1	1	2017
7357	3	2016-08-13	5.45	1.7	1	1	4	3	CAPANEMA	Dom João VI	1	7.15	1	8	2016
7358	3	2016-01-08	5.45	1.2	1	2	4	3	Capanema	São José	1	6.65	1	1	2016
7359	3	2016-07-28	5.4	1.4	2	1	4	3	CAPANEMA	Dom João VI	1	6.800000000000001	1	7	2016
7360	3	2016-08-13	5.35	1.6	1	2	1	8	capanema	zona rural	1	6.949999999999999	1	8	2016
7361	3	2016-04-08	5.35	1.6	1	2	4	8	capanema	Centro	1	6.949999999999999	1	4	2016
7362	3	2016-08-13	5.35	1.6	1	2	4	3	Capanema	Três de Maio	1	6.949999999999999	1	8	2016
7363	3	2016-12-08	5.35	1.6	1	1	4	3	CAPANEMA	Dom João VI	1	6.949999999999999	1	12	2016
7364	3	2016-04-08	5.35	1.6	1	2	4	3	CAPANEMA/PA	ZONA RURAL	1	6.949999999999999	1	4	2016
7365	3	2016-07-29	5.35	1.6	1	2	4	3	Ourém	São Cristóvão	1	6.949999999999999	1	7	2016
7366	3	2017-01-16	5.3	1.3	2	2	4	9	Tomé-Açu	Vila Forquilha	1	6.6	1	1	2017
7367	3	2016-08-13	5.25	1.5	1	1	1	3	São Francisco do Pará	Marambaia	1	6.75	1	8	2016
7368	3	2016-08-13	5.25	1.5	1	2	1	3	OUREM	Oliveira Brito	1	6.75	1	8	2016
7369	3	2017-01-16	5.25	1.5	1	2	4	3	TRACUATEUA	COMUNIDADE	1	6.75	1	1	2017
7370	3	2016-12-08	5.25	1.5	2	2	4	3	Capanema	Pedreira	1	6.75	1	12	2016
7371	3	2017-01-15	5.15	1.4	2	1	4	3	capanema	Igrejinha	1	6.550000000000001	1	1	2017
7372	3	2017-01-16	5.1	1.1	1	1	4	3	CAPANEMA	São Pio X	1	6.199999999999999	1	1	2017
7373	3	2016-01-08	5.1	1.1	1	2	4	8	Mosqueiro	Três de Maio	1	6.199999999999999	1	1	2016
7374	3	2016-11-08	5.05	1.3	1	2	1	3	BELÉM 	ZONA RURAL	1	6.35	1	11	2016
7375	3	2016-11-08	5.05	1.3	2	2	4	3	Capanema	Oliveira Brito	1	6.35	1	11	2016
7376	3	2016-04-08	5.0	1.0	1	1	4	3	Capanema	Inussun	1	6.0	1	4	2016
7377	3	2016-01-08	4.85	1.1	1	1	1	3	salinopolis	Centro	0	5.949999999999999	1	1	2016
7378	3	2016-01-08	4.8	0.8	1	1	1	8	Bonito	CESARLANDIA	0	5.6	1	1	2016
7379	3	2016-05-08	10.0	2.5	1	2	4	8	Castanhal	Pirapora	1	12.5	1	5	2016
7380	3	2016-05-08	8.65	1.4	2	2	4	9	Belém	Reduto	1	10.05	1	5	2016
7381	3	2016-06-08	8.2	2.2	1	1	1	8	BELÉM	Maracangalha	1	10.399999999999999	1	6	2016
7382	3	2016-08-08	8.0	2.0	2	1	1	9	Fortaleza	Batista Campos	1	10.0	1	8	2016
7383	3	2016-08-08	7.8	1.8	2	1	4	8	SANTO ANTONIO DO TAUÁ	ZONA RURAL	1	9.6	1	8	2016
7384	3	2016-06-08	7.7	2.2	2	1	4	8	Santa Isabel do Pará	Sagrada familia	1	9.9	1	6	2016
7385	3	2016-07-08	7.65	1.9	1	2	1	8	Belém	Águas Lindas	1	9.55	1	7	2016
7386	3	2016-06-08	7.6	2.1	1	2	4	9	Ananindeua	Guanabara	1	9.7	1	6	2016
7387	3	2016-05-08	7.6	1.6	2	2	4	3	Oriximiná	Marambaia	1	9.2	1	5	2016
7388	3	2016-04-08	7.5	2.0	1	1	4	8	santa isabel do para	Centro	1	9.5	1	4	2016
7389	3	2016-08-08	7.5	1.5	1	1	1	0	BREVES	São Brás	1	9.0	1	8	2016
7390	3	2016-07-08	7.5	1.5	1	1	4	9	São Miguel do Guamá	Cidade Velha	1	9.0	1	7	2016
7391	3	2016-06-08	7.45	2.2	1	1	4	9	Vigia	Centro	1	9.65	1	6	2016
7392	3	2016-04-08	7.45	2.2	1	2	4	8	Castanhal	Nova Olinda	1	9.65	1	4	2016
7393	3	2016-06-08	7.45	2.2	1	1	4	3	belem	rural	1	9.65	1	6	2016
7394	3	2016-05-08	7.35	1.6	1	1	2	3	RECIFE	Centro	1	8.95	1	5	2016
7395	3	2016-05-08	7.3	1.8	1	1	1	3	TOMÉ-AÇU	Centro	1	9.1	1	5	2016
7396	3	2016-05-08	7.3	1.3	1	2	4	8	Belém	Águas Lindas	1	8.6	1	5	2016
7397	3	2016-06-08	7.2	2.2	1	2	4	8	Bujaru	Centro	1	9.4	1	6	2016
7398	3	2016-04-08	7.2	1.2	1	2	4	8	santa isabel do para	Centro	1	8.4	1	4	2016
7399	3	2016-06-08	7.1	2.1	1	2	1	3	paragominas	zona rural	1	9.2	1	6	2016
7400	3	2016-05-08	7.1	1.6	2	2	4	3	Belém 	Curio untinga	1	8.7	1	5	2016
7401	3	2016-06-08	7.0	2.0	1	1	4	3	santa isabel	Centro	1	9.0	1	6	2016
7402	3	2016-05-08	7.0	1.5	2	1	4	3	BELÉM	Coqueiro	1	8.5	1	5	2016
7403	3	2016-08-08	6.95	2.2	1	2	4	4	CASTANHAL	Cidade Nova	1	9.15	1	8	2016
7404	3	2016-07-08	6.95	1.7	1	2	1	8	igarape miri	Distrito Industrial	1	8.65	1	7	2016
7405	3	2016-04-08	6.95	1.2	1	1	4	9	Belém	Ponta Grossa (Icoaraci)	1	8.15	1	4	2016
7406	3	2016-05-08	6.9	1.9	1	2	4	9	Castanhal	Santa Isabel 	1	8.8	1	5	2016
7407	3	2016-05-08	6.9	1.4	1	1	4	3	santarem- novo	Marco	1	8.3	1	5	2016
7408	3	2016-07-08	6.8	1.8	1	2	4	4	Belém	Coqueiro	1	8.6	1	7	2016
7409	3	2016-04-08	6.8	1.3	1	2	4	3	Ananindeua 	Águas Lindas	1	8.1	1	4	2016
7410	3	2016-06-08	6.75	2.0	1	2	1	3	Vigia	Umarizal	1	8.75	1	6	2016
7411	3	2016-06-08	6.75	2.0	2	2	4	3	Belém	Guamá	1	8.75	1	6	2016
7412	3	2016-04-08	6.75	1.5	2	1	1	3	Belém	Mangueirão	1	8.25	1	4	2016
7413	3	2016-07-08	6.7	1.7	2	1	3	10	Ananindeua	Cidade Nova	1	8.4	1	7	2016
7414	3	2016-06-08	6.65	1.9	2	1	1	3	Guarulhos	Nova Marituba	1	8.55	1	6	2016
7415	3	2016-08-08	6.65	1.9	2	2	4	3	benevides	Médice	1	8.55	1	8	2016
7416	3	2016-08-08	6.6	1.6	1	2	4	9	Ananindeua	Distrito Industrial	1	8.2	1	8	2016
7417	3	2016-08-08	6.6	1.6	1	1	4	3	SANTA IZABEL DO PARÁ	JUAZEIRO	1	8.2	1	8	2016
7418	3	2016-07-08	6.6	1.6	2	2	4	8	Belém	Campina de Icoaraci (Icoaraci)	1	8.2	1	7	2016
7419	3	2016-06-08	6.55	2.3	2	2	4	8	Santa Isabel do Pará 	Centro	1	8.85	1	6	2016
7420	3	2016-04-08	6.5	2.0	2	2	4	3	Belém	São Cristóvão	1	8.5	1	4	2016
7421	3	2016-06-08	6.5	2.0	2	1	4	3	Capitão Poço	Centro	1	8.5	1	6	2016
7422	3	2017-09-01	6.5	1.5	2	1	4	8	BELEM	Marambaia	1	8.0	1	9	2017
7423	3	2016-07-08	6.5	1.5	1	1	4	8	SANTA LUZIA DO PARA	Centro	1	8.0	1	7	2016
7424	3	2016-05-08	6.45	1.2	2	1	1	0	Irituia	Vila Forquilha	1	7.65	1	5	2016
7425	3	2017-01-14	6.4	1.4	2	1	4	9	belem	Marambaia	1	7.800000000000001	1	1	2017
7426	3	2016-05-08	6.35	1.6	1	2	4	8	BELEM	Centro	1	7.949999999999999	1	5	2016
7427	3	2016-07-08	6.35	1.1	1	1	1	3	BELÉM	Condor	1	7.449999999999999	1	7	2016
