	PlaceTest	DateTest	Rate	TextRate	HourTest	Sex	MaritalStatus	Education	Hometown	Neighborhood	Approved	AllRate	HasTextRate	Month	Year
1870	17	2017-01-13	5.65	1.4	2	1	4	3	Imperatriz	Parque Anhangüera	1	7.050000000000001	1	1	2017
1871	17	2017-01-13	5.6	1.6	1	2	1	8	Guarai	Centro	1	7.199999999999999	1	1	2017
1872	17	2017-12-01	5.55	1.8	2	1	4	3	imperatriz 	Mercadinho	1	7.35	1	12	2017
1873	17	2017-05-01	5.55	1.3	2	1	1	3	DIRCEU ARCOVERDE	Centro	1	6.85	1	5	2017
1874	17	2017-12-01	5.5	1.5	1	1	1	3	imperatriz	Santa Rita	1	7.0	1	12	2017
1875	17	2017-01-16	5.45	1.7	2	1	1	3	Imperatriz	Bom sucesso	1	7.15	1	1	2017
1876	17	2017-06-01	5.45	1.2	2	1	1	3	Imperatriz	Nova Imperatrizova Imperatriz	1	6.65	1	6	2017
1877	17	2017-01-13	5.4	1.4	1	1	4	3	imperatriz	Nova Imperatriz	1	6.800000000000001	1	1	2017
1878	17	2017-06-01	5.4	1.4	1	1	4	3	Imperatriz	Centro	1	6.800000000000001	1	6	2017
1879	17	2017-06-01	5.25	1.5	2	2	1	8	imperatriz	Nova Imperatriz	1	6.75	1	6	2017
1880	17	2017-07-01	5.25	1.5	2	2	4	8	Açailândia	Centro	1	6.75	1	7	2017
1881	17	2017-07-01	5.15	1.4	1	2	4	3	ESPERANTINOPOLIS	Bacuri	1	6.550000000000001	1	7	2017
1882	17	2017-09-01	5.1	1.1	2	1	4	3	SÍTIO NOVO	Centro	1	6.199999999999999	1	9	2017
1883	17	2017-09-01	5.05	1.3	2	1	4	3	buíque	Centro	1	6.35	1	9	2017
1884	17	2017-02-01	4.95	1.2	1	1	1	3	tuparendi	Parque Buriti	0	6.15	1	2	2017
1885	13	2017-01-15	7.5	1.5	1	2	4	3	Vilhena	Cidade nova	1	9.0	1	1	2017
1886	13	2017-09-01	6.55	2.3	1	1	4	8	ANGELICA	CIDADE NOVA	1	8.85	1	9	2017
1887	13	2017-09-01	6.55	2.3	1	1	1	9	Colorado d'Oeste	Santa Luzia	1	8.85	1	9	2017
1888	13	2017-01-16	6.4	2.4	1	1	4	3	PORTO VELHO	Centro	1	8.8	1	1	2017
1889	13	2017-06-01	6.25	1.5	2	2	4	3	GUAJARA MIRIM	ZONA RURAL	1	7.75	1	6	2017
1890	13	2017-12-01	6.0	1.5	1	1	4	3	Ribeirão do pinhal	Santa luzia	1	7.5	1	12	2017
1891	13	2017-02-01	6.0	1.5	1	1	4	8	Nova Mamore	João Francisco climaco 	1	7.5	1	2	2017
1892	13	2017-01-16	5.9	1.9	2	2	1	3	GUAJARÁ-MIRIM	PLANALTO	1	7.800000000000001	1	1	2017
1893	13	2017-01-13	5.9	1.4	1	2	1	3	OURO PRETO DO OESTE	JOAO FRANCISCO CLIMACO	1	7.300000000000001	1	1	2017
1894	13	2017-01-14	5.85	1.6	2	2	1	6	JI-PARANÁ	CIDADE NOVA	1	7.449999999999999	1	1	2017
1895	13	2017-01-15	5.8	1.8	2	1	4	3	MUNDO NOVO	SANTA LUZIA	1	7.6	1	1	2017
1896	13	2017-01-16	5.6	1.6	2	2	4	3	Nova mamore Ro	BR 425 KM 22	1	7.199999999999999	1	1	2017
1897	13	2017-01-16	5.55	1.8	1	1	4	8	BARRO	Centro	1	7.35	1	1	2017
1898	13	2017-01-14	5.5	1.5	2	1	1	4	LONDRINA	CIDADE NOVA	1	7.0	1	1	2017
1899	13	2017-07-01	5.5	1.5	2	1	4	8	Guajará Mirim	João Francisco Clímaco	1	7.0	1	7	2017
1900	13	2017-12-01	5.5	1.5	1	1	4	3	Guajara-Mirim	São José	1	7.0	1	12	2017
1901	13	2017-05-01	5.35	1.6	1	2	1	8	ji parana	Centro	1	6.949999999999999	1	5	2017
1902	13	2017-09-01	5.25	1.5	2	2	4	3	Itaberai	João Francisco Clímaco	1	6.75	1	9	2017
1903	13	2017-01-14	5.25	1.5	1	2	4	3	Guajará Mirim	Centro	1	6.75	1	1	2017
1904	17	2017-01-15	7.8	2.3	1	1	4	3	SÃO LUÍS	Centro	1	10.1	1	1	2017
1905	17	2017-01-15	6.55	1.8	1	1	1	3	22984	Cidade Operária	1	8.35	1	1	2017
1906	17	2017-01-14	6.45	1.7	2	2	4	3	Pastos Bons	São José 	1	8.15	1	1	2017
1907	17	2017-01-16	6.0	1.5	2	2	4	3	Pastos Bons 	São José 	1	7.5	1	1	2017
1908	17	2017-01-13	5.95	1.7	1	1	4	8	Pastos Bons	São José	1	7.65	1	1	2017
1909	17	2017-01-16	5.75	1.5	2	2	4	3	Sao luis	Centro	1	7.25	1	1	2017
1910	17	2017-09-01	5.75	1.5	2	1	4	9	pastos bons	pov	1	7.25	1	9	2017
1911	17	2017-01-16	5.65	1.4	2	1	4	3	Pastos Bons	São José	1	7.050000000000001	1	1	2017
1912	17	2017-05-01	5.5	1.5	2	2	4	3	Pastos Bons	São Jose	1	7.0	1	5	2017
1913	17	2017-01-15	5.45	1.7	2	1	4	3	Pastos Bons	São José	1	7.15	1	1	2017
1914	17	2017-05-01	5.45	1.7	1	2	4	3	Pastos Bons	Centro	1	7.15	1	5	2017
1915	17	2017-01-13	5.4	1.4	2	2	1	3	Pastos bons 	São José	1	6.800000000000001	1	1	2017
1916	17	2017-01-15	5.35	1.6	2	2	4	3	Pastos Bons	São José	1	6.949999999999999	1	1	2017
1917	17	2017-01-16	5.35	1.1	1	1	1	3	Pastos Bons	Centro	1	6.449999999999999	1	1	2017
1918	17	2017-05-01	5.25	1.5	1	2	4	3	Nova Iorque	São José	1	6.75	1	5	2017
1919	17	2017-01-14	5.25	1.0	2	2	1	3	Pastos Bons	São José	1	6.25	1	1	2017
1920	17	2017-01-16	5.15	1.4	1	2	4	3	pastos bons	são josé	1	6.550000000000001	1	1	2017
1921	17	2017-06-01	4.95	1.2	1	1	4	3	PASTOS BONS-MA	ZONA RURAL 	0	6.15	1	6	2017
1922	17	2017-12-01	4.85	1.1	2	1	4	3	pastos bons	são josé	0	5.949999999999999	1	12	2017
1923	17		4.75	1.0	0	0	0	0			0	5.75	1	0	0
1924	12	2017-09-01	7.8	2.3	2	2	4	8	Formigueiro	Centro	1	10.1	1	9	2017
1925	12	2017-01-16	7.15	2.4	2	2	4	8	São Sepé	Isolanda	1	9.55	1	1	2017
1926	12	2017-01-13	6.9	1.9	1	2	4	8	SANTA MARIA	IZOLANDO	1	8.8	1	1	2017
1927	12	2017-01-16	6.7	2.2	2	1	4	3	Porto Alegre	Centro	1	8.9	1	1	2017
1928	12	2017-01-13	6.7	1.7	2	1	1	9	CAMPO GRANDE	Centro	1	8.4	1	1	2017
1929	12	2017-09-01	6.65	2.4	2	1	4	8	SANTA MARIA	CAROLINA	1	9.05	1	9	2017
1930	12	2017-01-13	6.55	1.8	1	2	4	8	São Sepé	Centkurtzro	1	8.35	1	1	2017
1931	12	2017-01-14	6.55	1.8	2	2	4	6	São Sepé	Centro	1	8.35	1	1	2017
1932	12	2017-05-01	6.45	1.7	2	1	4	9	Santa Maria	Nossa Senhora Medianeira	1	8.15	1	5	2017
1933	12	2017-01-16	6.3	2.3	2	2	4	8	Alegrete	Centro	1	8.6	1	1	2017
1934	12	2017-07-01	6.25	2.5	2	2	4	3	Restinga Seca	Kurtz	1	8.75	1	7	2017
1935	12	2017-01-15	6.2	1.7	2	1	4	3	SÃO SEPE	TATSCH	1	7.9	1	1	2017
1936	12	2017-08-01	6.15	1.4	2	1	1	8	sao sepe	lili	1	7.550000000000001	1	8	2017
1937	12	2017-01-15	6.1	1.6	2	1	4	8	SÃO SEPÉ	Centro	1	7.699999999999999	1	1	2017
1938	12	2017-09-01	6.05	2.3	1	1	4	0	São Sepé 	CentrCentro	1	8.35	1	9	2017
1939	12	2017-10-01	6.0	1.5	1	1	4	3	candelaria	interior	1	7.5	1	10	2017
1940	12	2017-12-01	5.95	1.7	2	1	4	3	Restinga seca	Centro	1	7.65	1	12	2017
1941	12	2017-10-01	5.85	1.6	1	1	4	9	SÃO GABRIEL	Centro	1	7.449999999999999	1	10	2017
1942	12	2017-10-01	5.8	1.8	2	1	4	3	SAO SEPE	kurtz	1	7.6	1	10	2017
1943	12	2017-01-16	5.75	2.0	2	1	4	3	santa maria	Nossa Senhora Medianeira	1	7.75	1	1	2017
1944	12	2017-10-01	5.7	1.7	2	1	4	3	cachoeira do sul	Univercitario	1	7.4	1	10	2017
1945	12	2017-01-16	5.65	1.9	1	2	4	4	Caçapava do Sul	Centro	1	7.550000000000001	1	1	2017
1946	12	2017-01-17	5.65	1.9	1	2	4	8	SAO SEPE	pontes	1	7.550000000000001	1	1	2017
1947	12	2017-12-01	5.5	1.5	2	1	1	8	CAÇAPAVA DO SUL	Centro	1	7.0	1	12	2017
1948	12	2017-12-01	5.45	1.7	2	2	1	8	CAÇAPAVA DO SUL	Centro	1	7.15	1	12	2017
1949	12	2017-01-14	5.45	1.7	1	2	4	3	São Sepé	Kurtz	1	7.15	1	1	2017
1950	12	2017-10-01	5.45	1.7	2	2	4	3	São Sepé	Centro	1	7.15	1	10	2017
1951	12	2017-12-01	5.35	1.6	2	2	1	3	SAO SEPE	Centro	1	6.949999999999999	1	12	2017
1952	12	2017-08-01	5.3	1.3	2	1	4	3	SÃO SEPÉ	Centro	1	6.6	1	8	2017
1953	12	2017-02-01	5.15	1.4	2	1	4	3	São Sepe	Centro	1	6.550000000000001	1	2	2017
1954	5	2017-12-01	7.5	2.0	1	1	4	9	Uberaba	Centro	1	9.5	1	12	2017
1955	5	2017-01-15	7.35	2.1	2	1	1	3	ITAPERUNA	Centro	1	9.45	1	1	2017
1956	5	2017-12-01	7.15	1.9	1	2	4	3	São Gonçalo	Colubande	1	9.05	1	12	2017
1957	5	2017-08-01	7.0	1.5	1	1	4	3	Valâo do Barro	Parque São Caetano	1	8.5	1	8	2017
1958	5	2017-07-01	6.8	1.8	1	1	1	9	São  Fidelis 	Zona Rural 	1	8.6	1	7	2017
1959	5	2017-01-17	6.7	1.7	1	1	4	0	CAMPOS DOS GOYTACAZES	Alphaville	1	8.4	1	1	2017
1960	5	2017-01-13	6.65	1.9	1	1	4	8	Campos dos Goytacazes	Parque Jóquei Club	1	8.55	1	1	2017
1961	5	2017-08-01	6.65	1.4	2	1	1	5	Rio de janeiro	Gávea	1	8.05	1	8	2017
1962	5	2017-08-01	6.6	1.6	1	2	1	8	São João da Barra	Pipeiras	1	8.2	1	8	2017
1963	5	2017-06-01	6.6	1.6	1	1	1	8	Alegre	Lagomar	1	8.2	1	6	2017
1964	5	2017-07-01	6.55	1.3	1	1	1	8	São fidelis	Boa vista	1	7.85	1	7	2017
1965	5	2017-01-16	6.5	1.5	2	1	4	6	CAMPOS DOS GOYTACAZES	Parque Rosário	1	8.0	1	1	2017
1966	5	2017-01-16	6.5	1.5	2	1	4	0	ITAOCARA	Centro	1	8.0	1	1	2017
1967	5	2017-01-16	6.45	1.7	1	1	1	3	Campos dos Goytacazes	Parque São Caetano	1	8.15	1	1	2017
1968	5	2017-01-17	6.4	1.9	1	1	1	9	Campos dos Goytacazes	Buena	1	8.3	1	1	2017
1969	5	2017-01-13	6.3	1.8	1	1	5	3	Paudalho	Parque Vera Cruz	1	8.1	1	1	2017
1970	5	2017-01-16	6.3	1.8	1	1	4	3	Macaé	Cristo Rei 	1	8.1	1	1	2017
1971	5	2017-02-01	6.3	1.8	1	2	4	8	Santa Branca	Parque Aldeia	1	8.1	1	2	2017
1972	5	2017-07-01	6.25	1.5	1	1	1	8	Cambuci	Centro	1	7.75	1	7	2017
1973	5	2017-01-16	6.25	1.5	1	1	4	6	Campos dos Goytacazes	Parque Santo Antônio	1	7.75	1	1	2017
1974	5	2017-02-01	6.1	2.1	2	1	4	9	Porciúncula	Parque Califórnia	1	8.2	1	2	2017
1975	5	2017-01-16	6.1	1.6	1	2	4	9	Miracema	Cidade Nova	1	7.699999999999999	1	1	2017
1976	5	2017-01-17	6.05	2.3	1	2	4	8	Campos dos Goytacazes 	Parque Tamandaré	1	8.35	1	1	2017
1977	5	2017-01-14	6.05	1.8	1	1	1	0	RIO DE JANEIRO	Parque Jóquei Club	1	7.85	1	1	2017
1978	5	2017-01-13	6.05	1.8	1	1	4	4	São Paulo	Alphaville	1	7.85	1	1	2017
1979	21	2017-01-15	6.1	1.6	2	1	4	3	Pontalina	Parque das Flores	1	7.699999999999999	1	1	2017
1980	5	2017-01-15	6.0	2.0	1	1	4	9	CAMPOS DOS GOYTACAZES	CENTRO	1	8.0	1	1	2017
1981	5	2017-01-17	5.95	1.7	1	1	1	8	CAMPOS DOS GYTACAZES	Centro	1	7.65	1	1	2017
1982	5	2017-01-16	5.95	1.7	2	1	4	3	CAMPOS DOS GOYTACAZES	SAPECADO-APCC	1	7.65	1	1	2017
1983	5	2017-01-15	5.95	1.2	1	1	4	8	Campos dos Goytacazes	Parque Leopoldina	1	7.15	1	1	2017
1984	5	2017-01-16	5.8	1.8	2	1	4	3	itaocara	Valão do Barro	1	7.6	1	1	2017
1985	5	2017-01-16	5.8	1.8	2	1	1	3	Sao Sebastiao do Alto	Centro	1	7.6	1	1	2017
1986	5	2017-01-15	5.8	1.8	1	2	4	8	campos dos goytacazes	Parque Califórnia	1	7.6	1	1	2017
1987	5	2017-01-16	5.75	1.5	2	1	1	0	Cataguases 	Conselheiro Josino 	1	7.25	1	1	2017
1988	5	2017-01-17	5.75	1.0	1	1	1	3	Campos dos Goytacazes	Farol de São Tomé	1	6.75	1	1	2017
1989	5	2017-01-15	5.75	1.0	2	1	1	0	CAMPOS DOS GOYTACAZES	Parque Penha	1	6.75	1	1	2017
1990	5	2017-01-16	5.65	1.9	1	1	4	3	Cardoso Moreira	Centro	1	7.550000000000001	1	1	2017
1991	5	2017-01-16	5.45	1.7	1	1	2	3	CAMPOS DOS GOYTACAZES RJ	NOVA BRASILIA	1	7.15	1	1	2017
1992	5	2017-01-17	5.45	1.7	1	1	1	8	Macaé	Lagomar	1	7.15	1	1	2017
1993	5	2017-01-14	5.45	1.7	1	1	2	3	Rio de Janeiro	Boa vista	1	7.15	1	1	2017
1994	5	2017-01-16	5.45	1.7	1	2	4	3	Andaraí BA	cajueiro	1	7.15	1	1	2017
1995	5	2017-01-15	5.45	1.7	2	2	4	3	Campos dos Goytacazes	Parque Turf Club	1	7.15	1	1	2017
1996	5	2017-01-15	5.25	1.0	2	2	2	3	CACHOEIRO DE ITAPEMIRIM	Amarelo	1	6.25	1	1	2017
1997	5	2017-01-16	5.2	1.2	1	1	1	4	Natividade	Centro	1	6.4	1	1	2017
1998	5	2017-05-01	5.15	1.4	2	1	4	8	Natividade	Centro	1	6.550000000000001	1	5	2017
1999	5	2017-01-17	5.05	1.3	1	1	4	0	Sao Francisco de Itabapoana	PRAÇA JOÃO PESSOA	1	6.35	1	1	2017
2000	18	2017-01-17	6.8	1.8	2	1	1	1	Linhares-ES	Colina de Laranjeiras	1	8.6	1	1	2017
2001	18	2017-01-14	6.6	2.1	2	1	1	8	RIO BANANAL	São Jorge do Tiradentes	1	8.7	1	1	2017
2002	18	2017-08-01	6.5	2.0	2	2	4	3	Linhares	Centro	1	8.5	1	8	2017
2003	18	2017-01-14	6.4	2.4	2	2	1	3	Vitória	Itapuã	1	8.8	1	1	2017
2004	18	2017-05-01	6.4	1.9	2	1	4	3	VITORIA	SANTO ANTONIO	1	8.3	1	5	2017
2005	18	2017-08-01	6.35	1.6	2	1	1	8	Linhares	São Jorge do Tiradentes	1	7.949999999999999	1	8	2017
2006	18	2017-01-17	6.2	1.7	1	1	4	3	Rio Bananal 	São Sebastião 	1	7.9	1	1	2017
2007	18	2017-08-01	6.2	1.7	2	1	4	8	Rio Bananal	Zona Rural	1	7.9	1	8	2017
2008	18	2017-01-15	6.2	1.7	2	2	4	9	PEDRO CANARIO	Guriri Sul	1	7.9	1	1	2017
2009	18	2017-01-16	6.2	1.7	2	2	4	8	Rio Bananal	São Sebastião	1	7.9	1	1	2017
2010	18	2017-11-01	6.1	1.6	2	1	4	3	Linhares	Centro	1	7.699999999999999	1	11	2017
2011	18	2017-01-14	6.05	2.3	2	2	1	8	Colatina	Zona Rural	1	8.35	1	1	2017
2012	18	2017-01-13	6.05	1.8	2	1	4	3	LINHARES	ZONA RURAL	1	7.85	1	1	2017
2013	18	2017-01-16	6.05	1.3	1	1	1	8	Duque de Caxias	Araçá	1	7.35	1	1	2017
2014	18	2017-01-17	5.95	1.7	2	2	1	9	Rio de Janeiro	Balneário Ponta da Fruta	1	7.65	1	1	2017
2015	18	2017-01-15	5.9	0.9	2	1	1	3	VILA VELHA	ZONA RURAL	1	6.800000000000001	1	1	2017
2016	18	2017-01-17	5.85	1.6	2	2	4	3	RIO BANANAL	SANTO ANTONIO 	1	7.449999999999999	1	1	2017
2017	18	2017-12-01	5.8	1.8	2	1	4	9	Guaçuí 	Praia da Costa	1	7.6	1	12	2017
2018	18	2017-08-01	5.8	1.8	2	2	4	8	LINHARES	Três Barras	1	7.6	1	8	2017
2019	18	2017-01-15	5.75	1.5	2	1	4	3	NANUQUE	Praia de Itaparica	1	7.25	1	1	2017
2020	18	2017-10-01	5.75	1.5	2	2	4	9	LINHARES	Centro	1	7.25	1	10	2017
2021	18	2017-03-01	5.7	1.7	2	2	2	0	Linhares	Praia Grande	1	7.4	1	3	2017
2022	18	2017-11-01	5.7	1.7	2	2	4	9	São Mateus	Guriri Sul	1	7.4	1	11	2017
2023	18	2017-11-01	5.7	1.7	2	1	4	3	São Mateus 	Nestor Gomes	1	7.4	1	11	2017
2024	18	2017-01-13	5.55	1.8	2	1	4	3	VITORIA	Shell	1	7.35	1	1	2017
2025	18	2017-11-01	5.5	1.5	2	1	1	8	Colatina	Carlos Germano Naumann	1	7.0	1	11	2017
2026	18	2017-01-17	5.5	1.5	1	1	4	8	LINHARES	Centro	1	7.0	1	1	2017
2027	18	2017-01-14	5.45	1.7	2	1	1	3	RIO BANANAL	SÃO SEBASTIÃO	1	7.15	1	1	2017
2028	18	2017-01-17	5.45	1.2	2	2	4	8	São Gabriel da Palha	Centro	1	6.65	1	1	2017
2029	18	2017-01-16	5.35	1.6	1	2	1	8	LINHARES	Araçá	1	6.949999999999999	1	1	2017
2030	18	2017-01-13	5.3	1.3	2	1	4	9	Rio bananal 	Santo antonio	1	6.6	1	1	2017
2031	18	2017-01-17	5.3	1.3	2	1	1	0	Serra	Jardim Limoeiro	1	6.6	1	1	2017
2032	18	2017-01-15	5.3	1.3	2	2	4	3	Colatina 	Corrego Bolívia 	1	6.6	1	1	2017
2033	18	2017-09-01	5.3	1.3	2	1	4	3	Rio Bananal	Zona Rural	1	6.6	1	9	2017
2034	18	2017-01-15	5.3	1.3	2	2	1	8	vITORIA	Boulevard Lagoa	1	6.6	1	1	2017
2035	18	2017-01-17	5.25	1.5	2	1	1	0	Vila Velha	Balneário Ponta da Fruta	1	6.75	1	1	2017
2036	18	2017-01-15	5.1	1.1	1	1	4	3	RIO BANANAL 	ZONA RURAL 	1	6.199999999999999	1	1	2017
2037	18	2017-01-17	5.05	1.3	1	1	4	3	linhares	interior	1	6.35	1	1	2017
2038	18	2017-01-15	4.95	1.2	2	1	4	3	RIO BANANAL	São Jorge do Tiradentes	0	6.15	1	1	2017
2039	21	2017-09-01	8.15	1.9	1	1	4	9	Porteirinha	Setor Oeste	1	10.05	1	9	2017
2040	21	2017-09-01	7.75	2.0	1	1	1	4	Goiânia	Asa Sul	1	9.75	1	9	2017
2041	21	2017-05-01	7.65	2.4	2	1	4	3	Iporá	Residencial Monte Pascoal	1	10.05	1	5	2017
2042	21	2017-01-16	7.5	2.5	2	1	4	8	Goiânia	Vila Alvorada	1	10.0	1	1	2017
2043	21	2017-01-15	7.35	1.6	1	2	2	3	gurupi	Setor Jardim Luz	1	8.95	1	1	2017
2044	21	2017-01-14	7.3	2.3	2	1	4	9	Palotina	Residencial Morumbi	1	9.6	1	1	2017
2045	21	2017-01-14	7.25	2.5	2	2	4	4	GOIANIA	Setor Jaó	1	9.75	1	1	2017
2046	21	2017-01-13	7.25	2.0	2	1	1	8	JATAÍ	Vila Alpes	1	9.25	1	1	2017
2047	21	2017-01-13	7.2	1.7	1	1	1	4	GOIANIA	Jardim Atlântico	1	8.9	1	1	2017
2048	21	2017-09-01	7.2	1.7	2	2	2	8	Goiânia	Setor Central	1	8.9	1	9	2017
2049	21	2017-01-14	7.15	2.4	2	1	4	9	Anápolis	Batista	1	9.55	1	1	2017
2050	21	2017-12-01	7.15	1.9	1	1	1	4	Anápolis	Parque Flamboyant	1	9.05	1	12	2017
2051	21	2017-01-17	7.15	1.9	1	2	4	8	Francisco Beltrão	Setor Aeroporto	1	9.05	1	1	2017
2052	21	2017-01-17	7.1	1.6	1	1	4	8	GOIÂNIA	Parque Industrial João Braz	1	8.7	1	1	2017
2053	21	2017-05-01	7.0	2.5	2	1	1	3	MINAÇU	Setor Bueno	1	9.5	1	5	2017
2054	21	2017-05-01	7.0	2.0	1	1	4	8	aNÁPOLIS	Vila Santa Isabel	1	9.0	1	5	2017
2055	21	2017-01-17	6.95	1.7	1	1	4	9	ANAPOLIS	Jardim América	1	8.65	1	1	2017
2056	21	2017-01-17	6.9	1.4	1	1	1	3	 Goiânia	Cidade Satélite São Luiz	1	8.3	1	1	2017
2057	21	2017-05-01	6.85	2.1	2	1	4	3	IMPERATRIZ	Setor Leste Vila Nova	1	8.95	1	5	2017
2058	21	2017-01-16	6.85	1.6	2	2	1	3	Anapolis	vila santana	1	8.45	1	1	2017
2059	21	2017-05-01	6.85	1.6	1	1	4	3	GOIÂNIA	Setor Leste Universitário	1	8.45	1	5	2017
2060	21	2017-09-01	6.75	2.5	1	1	4	8	Uruana 	Jardim América	1	9.25	1	9	2017
2061	21	2017-01-16	6.7	1.7	2	1	4	6	goiânia	Setor Leste Universitário	1	8.4	1	1	2017
2062	21	2017-07-01	6.7	1.7	2	1	1	8	Sacramento	Residencial Vale das Brisas	1	8.4	1	7	2017
2063	21	2017-01-16	6.7	1.7	1	1	4	3	Leopoldo de Bulhões	Vila Lucy	1	8.4	1	1	2017
2064	21	2017-09-01	6.7	1.7	2	1	4	0	Itaberai	Vila progresso	1	8.4	1	9	2017
2065	21	2017-12-01	6.7	1.7	1	1	2	4	jatai	Setor Bueno	1	8.4	1	12	2017
2066	21	2017-01-14	6.65	2.4	2	1	4	3	jatai	Jardim América	1	9.05	1	1	2017
2067	21	2017-01-14	6.6	2.1	1	2	4	3	Goiânia	Vila Finsocial	1	8.7	1	1	2017
2068	21	2016-11-08	6.55	2.3	2	2	4	8	Goiânia	Santo André	1	8.85	1	11	2016
2069	21	2017-01-15	6.55	2.3	2	1	4	6	Goiânia	Vila Abajá	1	8.85	1	1	2017
2070	21		6.55	2.3	0	0	0	0			1	8.85	1	0	0
2071	21	2017-01-14	6.55	1.8	2	1	1	8	ANÁPOLIS	Jardim Europa	1	8.35	1	1	2017
2072	21	2017-01-15	6.55	1.8	2	1	4	8	Goiânia	Setor Central	1	8.35	1	1	2017
2073	21	2017-09-01	6.55	1.8	2	1	4	3	GOIÂNIA	Jardins Valência	1	8.35	1	9	2017
2074	21	2017-01-17	6.5	1.5	2	1	1	3	SANTA MARIA DA VITÓRIA	Cidade Vera Cruz II	1	8.0	1	1	2017
2075	21	2017-01-14	6.45	2.2	2	2	4	8	GOIÂNIA	Parque Amazônia	1	8.65	1	1	2017
2076	21	2017-12-01	6.45	1.7	1	1	2	8	BRASÍLIA	Cruzeiro Novo	1	8.15	1	12	2017
2077	21	2017-08-01	6.45	1.7	2	2	1	8	GOIÂNIA	Papillon Park	1	8.15	1	8	2017
2078	21	2017-01-14	6.4	2.4	2	2	4	9	Anápolis	São Carlos	1	8.8	1	1	2017
2079	21	2017-12-01	6.4	1.9	2	1	1	8	Goiânia	Residencial Mendanha	1	8.3	1	12	2017
2080	21	2017-08-01	6.4	1.9	2	1	4	9	SILVANIA	Setor Central	1	8.3	1	8	2017
2081	21	2017-12-01	6.4	1.9	2	2	4	9	Cavalcante	Jardim Petrópolis	1	8.3	1	12	2017
2082	21	2017-12-01	6.4	1.9	2	1	1	4	Ceres	Alto da Glória	1	8.3	1	12	2017
2083	21	2017-12-01	6.4	1.9	2	1	4	3	Tucuruí	Setor Pedro Ludovico	1	8.3	1	12	2017
2084	21	2017-01-17	6.35	1.6	2	1	1	8	goiania goais 	Setor Central	1	7.949999999999999	1	1	2017
2085	21	2017-01-14	6.3	2.3	2	1	4	3	Goiania	RESIDENCIAL MONTAGNO	1	8.6	1	1	2017
2086	21	2017-01-15	6.3	2.3	2	1	4	3	GOIANIA	Setor Tancredo Neves	1	8.6	1	1	2017
2087	21	2017-05-01	6.3	1.8	2	1	1	3	rialma	Jardim Novo Mundo	1	8.1	1	5	2017
2088	21	2017-06-01	6.3	1.8	1	1	4	3	Goiânia	Setor Sudoeste	1	8.1	1	6	2017
2089	21	2017-05-01	6.3	1.3	2	1	2	8	GOIÂNIA	Conjunto Cachoeira Dourada	1	7.6	1	5	2017
2090	21	2017-09-01	6.25	2.0	1	1	4	3	São Paulo 	Setor Pedro Ludovico	1	8.25	1	9	2017
2091	21	2017-01-15	6.25	2.0	2	2	4	4	Palmeiras de Goiás 	Fazenda das palmeiras 	1	8.25	1	1	2017
2092	21	2017-09-01	6.25	1.5	2	1	1	8	Porto Alegre	Residencial Jardim Canedo	1	7.75	1	9	2017
2093	21	2017-01-16	6.2	1.7	2	1	4	3	Goiatuba	Rodoviário	1	7.9	1	1	2017
2094	21	2017-01-16	6.2	1.7	2	2	4	8	GOIANIA	Residencial Santa Fé I	1	7.9	1	1	2017
2095	21	2017-01-17	6.2	1.7	1	1	4	8	Goianira 	 Central	1	7.9	1	1	2017
2096	21	2017-01-14	6.15	1.9	2	2	4	3	Goiânia	Jardim Ipê	1	8.05	1	1	2017
2097	21	2017-01-17	6.15	1.4	1	1	4	8	Ponte Nova 	Santa Genoveva	1	7.550000000000001	1	1	2017
2098	21	2017-06-01	6.1	2.1	1	1	1	8	GOIÂNIA	Setor Central	1	8.2	1	6	2017
2099	21	2017-01-16	6.1	1.6	2	2	1	8	Pontalina	Vila Bela	1	7.699999999999999	1	1	2017
2100	21	2017-01-15	6.05	2.3	1	1	4	8	Goiânia	Vila Jardim Vitória	1	8.35	1	1	2017
2101	21	2017-05-01	6.05	1.8	2	1	1	3	Curitiba	Jardim Maria Inês	1	7.85	1	5	2017
2102	21	2017-01-17	6.05	1.8	1	2	4	8	Goiânia	Vila Lucy	1	7.85	1	1	2017
2103	21	2017-07-01	6.05	1.3	1	1	1	3	novo sao joaquim	Vila Isaura	1	7.35	1	7	2017
2104	21	2017-09-01	6.05	1.3	1	2	4	3	Goiânia	Setor Morada do Sol	1	7.35	1	9	2017
2105	21	2017-05-01	6.0	2.0	2	1	4	9	Uruana	Jardim América	1	8.0	1	5	2017
2106	21	2017-01-13	6.0	2.0	2	1	1	8	XAMBIOÁ	Vila Redenção	1	8.0	1	1	2017
2107	21	2017-01-14	6.0	2.0	2	2	4	3	Anápolis 	JK Parque Industrial Nova Capital	1	8.0	1	1	2017
2108	21	2017-07-01	6.0	2.0	1	1	4	3	SALVADOR	Setor Aeroporto	1	8.0	1	7	2017
2109	21	2017-08-01	6.0	1.5	2	1	1	8	ARRAIAS	Setor Faiçalville	1	7.5	1	8	2017
2110	21	2017-01-17	6.0	1.5	1	1	1	8	Goiânia 	Lajinha	1	7.5	1	1	2017
2111	21	2017-01-17	6.0	1.5	2	2	1	8	Goiânia	Papillon Park - Complemento	1	7.5	1	1	2017
2112	21	2017-01-14	5.95	2.2	2	1	4	3	ANAPOLIS	Jundiaí	1	8.15	1	1	2017
